place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
CPositive hIJCSOp9_LMHkcR9nDDjO76MkQ,Andrew Shi,en,en,4,3 months ago,bit tricky ordering one main dish little ordering one starter one main dish much food quite good one staff smiling friendly one opposite,1722203122,FAŁSZ,Positive,Positive,,
ChIJCSOp9_LMHkcR9nDDjO76MkQ,Magdalena Grudzien,en,en,4,2 months ago,place extremely small booking table one gets info one hour stay impacts pace serving food not manage finish straters main course served create pressure took khachapuri spicy meat eggplant rolls dolma shopska salad vegetables ajabsandali main course lula kebap pielmieni kebabcheta could softer plejskavica gufta soup spicy food ok knowing cuisine region not highest level staff friendly polite,1722778588,FAŁSZ,Negative,Positive,Negative,
ChIJCSOp9_LMHkcR9nDDjO76MkQ,12 12,en,en,2,2 months ago,small restaurant four tables near area door another eating area inside eating area close door air conditioner not work even hot temperature degrees celsius girls restaurant not smile face gave one star also girl tried collect soup without confirmation not finished yet refused people get inside area including people free access get not know reasons soup tomato soup beef rice rice delicious think cook one steamed dumplings good juicy eaten chinese dumplings maybe not eat georgian dumplings,1723722635,FAŁSZ,Positive,Negative,Negative,
ChIJwS7rmO7MHkcRuwToXWka7gs,Max Ge,en,en,1,2 months ago,poor quality sausages poor quality rest plate furthermore staff not care not unusual bar restaurant workers poland rude calling not sir unacceptable polish culture moment not worried poor service not subject review sausages strange therefore poor quality nothing good traditional polish sausage places make traditional polish cuisine look much worse shame not recommended,1722932758,FAŁSZ,Negative,Negative,Negative,
ChIJwS7rmO7MHkcRuwToXWka7gs,Olafur Olafsson,en,en,4,3 months ago,dangerously good pastrami sandwich nice hipster food court pastrami coleslaw pickles creamy sauce brew,1720695515,FAŁSZ,Positive,Positive,,
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,Markus Volk,en,en,4,2 months ago,close call stars overall solidly positive experience food tasty portions sufficient atmosphere phenomenal sadly service quite slow wait wave arms sometimes minutes getting noticed maybe unlucky night generally wholeheartedly recommend looking higherstandard polish cuisine option also not expensive get however budget find cheaper options dine warsaw,1724774155,FAŁSZ,Positive,Positive,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,Arik Burakovsky,en,en,4,a year ago,splendid dinner staying hotel warszawa food simple yet tasty atmosphere cozy service impeccable ordered mixed greens meat dumplings chicken broth herring ginger warsaw cocktail found everything delicious except herring found sour also offered complimentary snacks nice touch found bit odd though almost people restaurant leaving waiters without much,1696184132,FAŁSZ,Positive,Positive,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,Michal Kaczor,en,en,3,3 weeks ago,decor phenomenal airy space intriguing marbles stones food uneven cheeses ok mushroom soup portion big taste bit bland steak chewy arrived cold service bad suggested waitress ask people table whether wanted alcohol drink threw wine menu table not ask also not know recommend food seemed moody,1728196847,FAŁSZ,Positive,Negative,Positive,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Food Reviews,en,en,3,5 months ago,average overpriced food service great atmosphere ok food not worth price lacking taste finesse prices beating top restaurants warsaw nowhere near quality taste staff welcoming nice kind chatty food star mediocre not come,1716663007,FAŁSZ,Negative,Positive,Positive,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Yi?it Yeşilp?nar,en,en,4,5 months ago,took set menu enjoyed need good amount spare time recommend ravioli,1716029768,FAŁSZ,Positive,,,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Büşra,en,en,1,a month ago,may stylish restaurant pay exorbitant price charge service fee per person not understand expensive menu mediocre not what expected,1726786357,FAŁSZ,Negative,,,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,Priya Lakshman,en,en,4,a week ago,dreamland indian restaurant offers good dining experience variety traditional dishes menu extensive options ranging mild curries spicier choices catering different taste preferences food generally flavorful although dishes could consistent seasoning ambiance warm inviting decor reflects indian culture staff friendly attentive although service bit slow peak hours vegetarian options available making inclusive diners overall restaurant solid choice enjoying indian cuisine even minor areas improvement,1729432849,FAŁSZ,Positive,Positive,Positive,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,SUDHEER SIRGIRI,en,en,1,a week ago,ordered soup briyani first served soup nice tasty enjoyed gave briyani started eating feeling salty tried eat slowly started getting headache left went pay bill counter guy told briyani trying bribe zl told pay full not expecting talking sarcastically arguing arrogant felt bad first mistake behave like customer yes mistake happen anyone humans expecting short sweet sorry nothing else would told would not written review not taking anything ego not family members boss take guys ego done something mistake apologise not bribe argue,1729347315,FAŁSZ,Negative,Negative,Negative,
ChIJI8JpW47DD0cRjINDfET0JNM,Peter Denton,en,en,3,2 months ago,food fine got service terrible waving arms air trying get waiters attention walked wander kitchen multiple times get spoon soup part another dish forgot dessert waited minutes drinks not speak much polish wife polish not language issue waiters spend much time older couple next us could age issue abundance patience go otherwise think somewhere else,1723105384,FALSE,Positive,Negative,,
ChIJp5kf-nXCD0cRpKJME1DxW00,Marina,en,en,4,4 months ago,friendly service english speaking menu unfortunately not date dish came not menu anymore tried dumpling platter really good except spinach dumplings watery unseasoned herring version though really good would absolutely recommend,1717411430,FALSE,Positive,Positive,Positive,
ChIJpTLhOCPDD0cR4WoLGX7JkRA,Jay L,en,en,4,6 months ago,every menus characteristics great guess restaurant definitely popular please consider wait long queue hospitality slow not what expected,1712292518,FALSE,Positive,Negative,,
ChIJRxgmC8XDD0cRpfRB-wRfOUU,Alessandro Xine,en,en,2,8 months ago,start good things restaurant brand new nicely designed quiet fresh flowers good cutlery lighting food ordered not bad start not like avocado vegetables accompanied main not mature enough avocado hard rock broccoli left fork maybe would understand getting dish back not told sorry nothing done remediate complain fairly say half dish eaten clearly could not eat hard not mature vegetables service attentive polite price wroclaw target food cost high something cost luxury hotels italy france nono also hanging main competitor stars hotels restaurants price around cheaper last ultra nono charge service charged service zl lunch hard vegetables like not wroclaw saint tropez mykonos miami personally always leave tip waiters service good charging service charge pretentious not mandatory food want appear top hardly doubt not found food stunning right attention customer issues would ever go back dinner go best wroclaw restaurants spending less,1708421485,FALSE,Negative,Positive,Positive,
ChIJB1wphS7oD0cRIOvoDDbbn4E,???? ?????,en,en,4,a month ago,food not great not terrible serving food spectacular also friendly waitress,1727173735,FALSE,Negative,Positive,,
ChIJB1wphS7oD0cRIOvoDDbbn4E,Sanjeev Pandey,en,en,4,2 years ago,good sicily pizzayou option choose topping like drink quite strong one atleast took highlight meal actually eggplant baked good tongue nicely prepared crunchy soft time flavour amazing,1655897592,FALSE,Positive,Positive,,
ChIJE_GkInTCD0cRaHoMOlo6-bo,Ana Cernopischi,en,en,1,2 years ago,food beer really good atmosphere also awesome staff weakest point hello goodbye sorry thank etc check bills bill people added service however menu clearly written added groups people remark returned money excuses addressed,1653848837,FALSE,Positive,Negative,Positive,
ChIJpTSU5W3CD0cROQERZXSAZaY,Willi,en,en,1,2 months ago,music loud annoying want eat relax not listen loud music nervous music club please switch music people come food want relax talk not party club music please,1723471887,FALSE,Positive,Negative,Negative,
ChIJpTSU5W3CD0cROQERZXSAZaY,Alexander Fuchs,en,en,1,2 months ago,like restaurant food good cash register automatically forces dcc currency conversion want pay zloty restaurant forces pay fee every time not even select correct payment option not visit anymore also talked cashier told not pressing fast cash register,1723386468,FALSE,Positive,Negative,,
ChIJSwoyTMTDD0cRG8JwCCqyVTs,Jay L,en,en,4,a year ago,foods quite nice delicious lots visitors need patient long waiting,1697599147,FAŁSZ,Positive,Positive,,
ChIJj-0TuZHDD0cRLjs4TyVl3no,Paul Matusz,en,en,4,a year ago,brought local pastes hummus roasted peppers duck paste nice especially duck red currant think combining hummus sunflower seeds love idea main hero evening bread freshly made rye bread think perfect pastes even perfect scoop garlic butter sauce comes prawns divine dessert took honey cake ice cream unnecessarily rich red currant overall sweet lovers dry wine great white,1697917375,FAŁSZ,Positive,Negative,Positive,
ChIJj-0TuZHDD0cRLjs4TyVl3no,??????? ???????,en,en,3,a month ago,two times came place times not get sugar first time coffee second tea ask sugar receive package want ask take zl coffee not bring enough sugar either bring ask much need not ask come dirty dishes stayed table minutes even though food left obvious want taken food tasty price around zl per dish would expect portion bigger atmosphere really great expected better but staff rude not satisfying,1727109744,FAŁSZ,Positive,Negative,,
ChIJj-0TuZHDD0cRLjs4TyVl3no,Hanna Hanna,en,en,3,2 months ago,foreigner strongly not recommend place food tasty location decent staff terrible waitresses look worthless not give napkins loudly discuss personal matters right front guests polish good enough order food wine mistakes could switch english waitress obviously not not know languages menu also polish unlike similar places city center not problem real nightmare staff,1723403038,FAŁSZ,Negative,Negative,,
ChIJj-0TuZHDD0cRLjs4TyVl3no,Jahmarley Grant,en,en,2,4 years ago,not often get leave city center venture try new places visit przysta tu not hungry decided get something small ordered polisheuropean basic tartar along ordered fries opinion seemed place menu kind joketest bread came tartar tartar received salty salty absolutely inedible send back kitchen getting new tartar completely different first received left us questioning consistency menu items not mention bread got seemed like something could pick biedronka tartar eat fine would even say quite standard interesting though not super special not change lives misplaced fries opinion restaurant kind not fries menu going fries least made house finally must buy premade fries least properly cooked crispy salted not already guessed long precursor fries none sad legitimate question not execute basics trust anything beyond kindly given desert sent first tartar back kitchen cheesecake raspberry ice cream something like oreo crumb well different berry gels reductions not order spare details desert absolute mess przysta tu not tartar not fries definitely not desert ps want highclass restaurant maybe try serving beverages coke pepsi friends,1573382998,FAŁSZ,Negative,,,
ChIJK1IJfHbCD0cRQ3F-5pVqpZY,Dominik,en-US,pl,4,3 months ago,tasty angus steak good price recommend atmosphere really uncomfortable no good feelings,1721404480,PRAWDA,Positive,,Negative,
ChIJK1IJfHbCD0cRQ3F-5pVqpZY,Mariusz Z,en-US,pl,3,4 years ago,used cool apart old school decor todays soups cool tasty interesting second courses iconic salmon ok worse last time seemed dried heated smoked duck two pieces rubber maybe not fresh maybe something wrong price would expected something especially price not know effect not plan come back,1580669428,PRAWDA,Negative,,,
ChIJBwKYhXPCD0cRdQX9EQgSOuo,Ethan life,en,en,1,2 months ago,chef failed cook pasta properly served pasta lumpy hard ashamed cooking skills quality shrimp quite poor tasteless thought frozen shrimp sauce delicious fish filets also poorly prepared poor ingredients fish flavorless bland prepared incorrectly atmosphere service restaurant not bad low cooking skills bad ingredients disappointing go restaurant expecting high rating disappointed adding comments based response obvious pasta not cooked properly chef known time plating need provide feedback chef consider good manners not leave meal matter disappointing not finish fish ask feedback serve bad food say customers responsibility complain extent restaurant not low culinary skills also haughtiness management not acceptable,1722711048,FAŁSZ,Negative,Negative,Positive,
ChIJBwKYhXPCD0cRdQX9EQgSOuo,Matthew Jones,en,en,4,11 months ago,lovely restaurant nice food reasonably priced within nice relaxed atmosphere find returning restaurant lot due nice seasonal menus keep menu fresh exciting restaurant also takes part restaurant week often surprised us quality food offer highly recommend checking,1699221790,FAŁSZ,Positive,Positive,Positive,
ChIJBwKYhXPCD0cRdQX9EQgSOuo,Stella PD,en,en,2,a year ago,garden saved dinner people restaurant public holiday not many guests time course duck filet tagine food expectation let tell duck filet served cold dry status congratulation far beyond welldone overcooked kept long heating plate meat longer pinky juicy supposed guess reason waited quite long grilledstirfried veggies overcooked well peas burned eaten burned parts much bitter smoked smell showed waitress wrong order partner tagine shredded beef chickpeas said ok mediocre attached photos preferences started read negative comments restaurant visits long waiting time attitude waiterwaitress unfortunately true ways waitress started unfriendly look beginning ordered food drinks turned forgot kitchen not plumliked lemonade course informed us changed attitude end told wrong order offered coffeesweetscakes dear not come sorry offers wanted nice meals enjoy time overall failed us offered discount bill pln not think change thought restaurant first last time visiting,1692458352,FAŁSZ,Negative,Negative,Positive,
ChIJHyvEXhDpD0cRaXnLRKCCk8o,Alex Alexo,en,en,1,a year ago,ordered lula chinkali szaszyk average even average price meat not juicy blunt chinkali not bad made definitely not traditionally georgian way little meat inside chinkali would better,1693671847,FAŁSZ,Negative,,,
ChIJHyvEXhDpD0cRaXnLRKCCk8o,Krzysztof Drelich,en,en,1,3 years ago,paid z meal two people delivery took minutes food turned lukewarm best wanted rice got french fries instead taste average not subpar meat chewy tastes like low heat four days stay away place mcdonalds better quality especially better deal decor uneventful not up to par,1635091771,FAŁSZ,Negative,,Negative,
ChIJT7Km1GnDD0cRXuWeaLnWuRA,Piotr Piotrowski,en-US,pl,2,7 months ago,not tasty first beef overdrawn tough dry stringy secondly received little salad way tasteless terribly sweet practically sugar rice also slightly overcooked additional disadvantage inability pay card probably not come back,1712075260,PRAWDA,Negative,,,
ChIJT7Km1GnDD0cRXuWeaLnWuRA,Akhab Gahka,en-US,pl,1,2 months ago,bought pasta chicken many times today got half always buy plus small pieces chicken whole dish started skimping quantity compared restaurants hanoi serve smallest portions,1724585979,PRAWDA,Negative,,,
ChIJT7Km1GnDD0cRXuWeaLnWuRA,Oleksandr Stepanets,en-US,pl,1,6 months ago,cheated place ordered thai soup shrimps instead coconut milk received regular milk frozen vegetables biedronka vegetables still frozen cold well shrimps taste asked made soup not accordance menu said would not change anything wanted pay extra take another dish soup absolutely unfit eat man cash register denied refund not want exchange dish additional fee decided not eat leave establishment place nothing thai food pointed eat regularly thai restaurants never problem food rudely replied go left,1714498929,PRAWDA,Negative,Negative,,
ChIJGQI3lHfCD0cRbPXqOzjFp2U,Zsolt Fekete,en,en,4,4 months ago,everything okay last hour many foods missing last year gdansk restaurant last hour everything choose everything big fault however foods tasty everyday overall vibe unattractive would not recommend,1719831849,FAŁSZ,Positive,,Negative,
ChIJGQI3lHfCD0cRbPXqOzjFp2U,Sparsh Parmar,en,en,2,3 months ago,delicious food rude cashier,1720689641,FAŁSZ,Positive,Negative,,
ChIJV4sb6i7pD0cRUtwEIrGzfF8,Hameem R,en,en,3,5 months ago,food tasty however service poor took several attempts get attentions waitresses think need organised better job quality food good not improve service quality impact business sure think place also overpriced similar restaurants city center even offer better prices,1717354807,FAŁSZ,Positive,Negative,,
ChIJV4sb6i7pD0cRUtwEIrGzfF8,Anastasiia Prokopishyna,en,en,3,5 months ago,honestly not understand people taking queue visit place expected definitely waiters ware lost ware busy came take order min main course received min general food ok nothing special pricing batter place visit asian good batter service abd similar food atmosphere awful not good enough,1717354980,FAŁSZ,Positive,Negative,Negative,
ChIJ-S2-zHnCD0cReNMhN2Uxm54,James Arman,en,en,4,5 months ago,dim sum restaurant offers great vegan options sourcey vegan dim sum dishes flavorful great texture sauces perfectly balanced service excellent atmosphere really nice,1715391113,FAŁSZ,Positive,Positive,Positive,
ChIJQYOkoN3DD0cRcdi4ztAJMgU,Carlo Delfinado,en,en,4,3 months ago,food great place crowded peak hours amazing service food super little pricey worth,1721483729,FAŁSZ,Positive,Positive,,
ChIJQYOkoN3DD0cRcdi4ztAJMgU,Clements Johnson,en,en,1,3 months ago,really wanted love place unfortunately bad luck food took minutes arrive fact never arrived saw customers arrived well us receiving orders clearly mixup order not sent kitchen ruined evening huge storm coming get food go restaurant closed ran home pm apology offered one came check us offer updates walk restaurant less three times get updates time assured coming right lies demanded check one point assured two minutes minutes later running rynek bag food beat rain maybe bad night bad server issue nevertheless poor experience given reputation restaurant food good would better warm fresh obviously,1720639302,FAŁSZ,Positive,Negative,,
ChIJQYOkoN3DD0cRcdi4ztAJMgU,Gosia Schneck,en,en,1,a month ago,dinner tonight apparently owned famous polish chef looks great tastes ok would never go back highly overrated plus plenty seats put us right door cold people kept coming empty tables next us door never filled checked rest restaurant also empty tables entire time experience not positive waiter nice plus turned people away available empty tables food not worth hype deserts ice cream brownie not polish presentation food better taste,1727202366,FAŁSZ,Positive,Positive,Negative,
ChIJn4UBWLjDD0cRIuGLR-g0v1A,s.swaathi dixit,en,en,4,2 months ago,good service food,1724017409,FAŁSZ,Positive,Positive,,
ChIJn4UBWLjDD0cRIuGLR-g0v1A,Eldiiar Egemberdiev,en,en,1,a year ago,awful service food cold sitting outside everyone walks table smoke,1689177765,FAŁSZ,Negative,Negative,Negative,
ChIJJ8-gY_5bFkcRbHccLetVkRk,Kinga James,en,en,1,4 weeks ago,disappointing experience zeera indian cuisine food particularly chow mein noodles extremely greasy tasted like cooked burned oil curry watery not spicy enough even though specifically said like asian level spiciness chow spicier not tasty oil make things worse witnessed chef eating pan bare hands preparing food completely unacceptable also hair food drink overall hygiene food quality far expectations even though service good drink hair taken bill not think coming back,1727821172,FAŁSZ,Positive,Positive,Positive,
ChIJY_4fiBBbFkcRpEg0pbDcOcc,Andrew Feels,en,en,4,2 weeks ago,foodie beef tartar cabbage roll pierogi cod everything delicious well worth price thing keeping place earning michelin award service unfortunately little unorganized brought wrong dish forgot bring us extra plate share asked one thankfully food amazing made mediocre service environment really outdated no good feelings,1728896806,FAŁSZ,Positive,Negative,Negative,
ChIJY_4fiBBbFkcRpEg0pbDcOcc,Margaret,en,en,3,a month ago,despite food good lot room improvement restaurant not compare star hotel restaurants krakow hilton saski example amazing restaurant first one waiter despite restaurant quite small could used help table wobbly could not bothered fix mind tables occupied came inattentive scattered took order wrong ordered beet salad gave tomatoes not even bother make right comp item free dessert would nice said would eat since not want food waste come done quite quickly least minutes us sitting comes asks prepare main dish time could asked not not aware supposed ask start cooking next meal hungry ready leave main dishes pretty good pierogi bit dry could used type sauce schnitzel good flavor not bother getting dessert service slow potential need careedit reply management waiter not make clear sorry mistake not add service fee,1726505820,FAŁSZ,Positive,Negative,,
ChIJY_4fiBBbFkcRpEg0pbDcOcc,Roman Harasymchuk,en,en,4,in the last week,stradomska moder polish cuisine offers wonderful atmosphere stylish interior delicious dishes attentive service high level satisfied opinion place lacks certain uniqueness would make truly special encourage return location not ideal either near main street makes parking challenging overall positive experience aspects could improved,1729888066,FAŁSZ,Positive,Positive,Positive,
ChIJ-0zQTw5bFkcRj5HIUaamG68,Arya Solo,en,en,1,4 months ago,not like kitchen restaurant salad not taste good seasoned mustard tasted like vinegar disappointed dissatisfied ribs irritated even without salt without seasoning without taste fact not say anything paprika price not correspond dishes thing tasty drumsticks,1719355174,FAŁSZ,Negative,Negative,,
ChIJK6mP8hJbFkcRU0HOaYLnzaw,Thanasis Melis,en,en,4,4 months ago,not bad could better found article suggesting restaurants krakow try local dishes decided go since slightly better reviews restaurants area similar cuisine restaurant menu many options offers variety traditional polish dishes food taste not boring however portions could bit generous also dishes felt bit heavy stomach either due much oil salad due ingredient overall not bad based reviews expected bit better,1719004979,FAŁSZ,Positive,,,
ChIJ_7OElg1bFkcRX06YrGNrmrU,Deniz Erdil,en,en,4,3 months ago,food okay nothing special atmosphere lovely great restaurant evening date service fast people kind,1722176347,FAŁSZ,Positive,Positive,Positive,
ChIJ_7OElg1bFkcRX06YrGNrmrU,Mario Larsen,en,en,2,6 months ago,food ok not great not terrible scammed waiter really wanted us try polish spirits charged pln trying also pln tips pre added pln extra intended pay stay away,1713389746,FAŁSZ,Positive,Negative,,
ChIJdbscchJbFkcReRaJOf022iQ,Martz,en,en,1,5 years ago,charged us service fee top menu prices questioned owner said disclosed menu checked written bottom page inside cover not even open menu first page opened menu straight food listed even menu displayed street mention service fee felt cheated also food average definitely not best polish cuisine very crowded vibe poor quality,1561997821,FAŁSZ,Negative,Negative,Negative,
ChIJdbscchJbFkcReRaJOf022iQ,Tr? My T?ng,en,en,4,a month ago,quite good environment uneventful not what expected,1725909127,FAŁSZ,Positive,,Negative,
ChIJdbscchJbFkcReRaJOf022iQ,Oliver Rinne,en,en,4,5 years ago,excellent food servery drawback plastic cutlery experience with assistance very awful not great,1550482202,FAŁSZ,Positive,Negative,,
ChIJJxilrxpbFkcRq6zYXByb6qw,Ruta Dombrovska,en,en,4,9 months ago,thrilled outstanding food jarema krakow prices reasonable desire warmer dishes noted atmosphere scoring solid made visits memorable two visits year regrets positive dining experience overall,1705443183,FAŁSZ,Positive,Positive,Positive,
ChIJJxilrxpbFkcRq6zYXByb6qw,Narial,en,en,3,11 months ago,exquisite restaurant specializes polish cuisine offering fine dining experience interior tastefully decorated soft music playing background beautiful flowers adorning tables pleasure trying fish soup delightful surprise addition olivesa combination never experienced however disappointed undercooked pork lukewarm mushroom sauce detracted overall enjoyment meal positive note chocolate souffl absolutely delightful apple dish leaned towards slightly sweet taste waiter friendly unfortunately service quite slow could benefit refinement dined fine establishments expected higher level service,1699739761,FAŁSZ,Positive,,Positive,
ChIJo4kgLBJbFkcRrgkMYAjJYgY,"John Stewart, Jr.",en,en,4,2 months ago,fantastic dinner kogel mogel krakow dining delightful outdoor terrace evening began refreshing craft beverages set tone relaxed enjoyable meal main courses opted slowcooked beef halfroasted duck outstanding beef incredibly tender flavorful duck perfectly crispy skin juicy meat also shared side dumplings delicious addition meal finish enjoyed apple pie perfect sweet ending great evening service excellent atmosphere warm inviting kogel mogel mustvisit anyone looking memorable dining experience krakow,1723836096,FAŁSZ,Positive,Positive,Positive,
ChIJ3RS0ROhbFkcRPYXM2KEJAV8,Anne Lowery,en,en,3,8 months ago,good food unfortunately service lacking located old town overrun tourists attempt welcoming not given menu woman behind counter not friendly never receive tea ordered food best krakow especially price,1708983614,FAŁSZ,Positive,Negative,Negative,
ChIJ3RS0ROhbFkcRPYXM2KEJAV8,Aakash Kumar,en,en,4,5 months ago,filled traditional foods menu bistro polish restaurant also offers authentic trip poland every bite starting pierogi borscht one embarks delightful taste journey lands heart polish culture hidden gem made even appealing cosy ambience welcoming employees new polish food already addicted visit bistro polish restaurant chances keep coming back,1715229248,FAŁSZ,Positive,Positive,Positive,
ChIJ3RS0ROhbFkcRPYXM2KEJAV8,Olya Ivashchenko,en,en,1,3 months ago,food sooo bad not fresh not waste money,1722366598,FAŁSZ,Negative,,,
ChIJ3RS0ROhbFkcRPYXM2KEJAV8,F,en,en,1,5 months ago,food service bad also heard buy fake five star reviews very unimpressive decor poor quality,1717314287,FAŁSZ,Negative,Negative,Negative,
ChIJXawaRxBbFkcRx-yOIyoSLO8,Magdalena Grudzien,en,en,4,2 months ago,popped small supper staff indeed nice friendly took salad baked salmon grapefruit juice latter really nice fresh salad ok nice get bread pate starter sat table passage not comment nice interior restaurant,1723057844,FAŁSZ,Positive,Positive,Positive,
ChIJXawaRxBbFkcRx-yOIyoSLO8,J M,en,en,3,a month ago,place excellent service fluency english traditional polish dishes menu portions large easily shared waiting staff readily suggested buy half portion commendable however food arrived stale cold meat chewy soft pirogy lacked taste soggy unfortunate experience overall not worth excellent reviews,1726490397,FAŁSZ,Negative,Positive,,
ChIJE05x1A9bFkcRBJSAZ2n91WQ,Joshua Tan,en,en,3,3 months ago,disappointed considering price point came days ago based past reviews seafood place sadly not case seafood connoisseur shocked standard relation rating price point let us begin journey disappointment started oyster vodka honestly oyster fantastic vodka concoction spice alcohol would better oysters moving onto starters whereby snails prawns baby octopus salmon tartare theses snails probably best prawns shocking felt though fisherman went summer holidays staff go fishing would not recommend price point salmon tartare average baby octopus sauce probably best thing mains pasta black ink sauce stuffed tortellini steak surprise best thing steak stuffed tortellini dry barely tasteful pasta average would recommend steak overall dessert forgettable unable recall writing nice selection wine complaints staff helpful friendly however service disjointed waited mins dessert staff seemed little understanding dishes unable explain dish asked overall considering fine dining restaurant expected lot consider price point service quality food could easily get nicer food coupled smaller hole pocket restaurants area,1720208199,FAŁSZ,Negative,,Positive,
ChIJLTJvE7RbFkcRS62dOLtR_-k,Marwa Al Mazrouei,en,en,4,2 months ago,small restaurant indian branding amazing food could not get enough watch even say chili food still tangy taste delicious restaurant owner need takeaway cups karak tea given favor otherwise not appreciate assistance too untrustworthy disappointed by it,1722952763,FAŁSZ,Positive,Negative,,
ChIJHcBynkRbFkcRezU8fCCWKk8,Anni Tran,en,en,4,a month ago,went gska group people sat lovely garden area bothered door restaurant opened closed everytime staff would enter leave hurry kindly ask staff speed overall dining service staff friendly general food good left room improvement ordered sous vide duck breast cherry sauce potato dumplings duck tender cherry sauce much sweet taste borschtsch soup also sweet liking well cheesecake berries presentation pretty liked meat pierogi best,1725223846,FAŁSZ,Positive,Positive,Positive,
ChIJ16qSNgVbFkcRjEYMINVbUUI,Mikhail Hanney,en,en,4,5 months ago,pleasant experience little priced get similar food elsewhere krakow less really good wine recommendation lovely local wine staff attentive although felt like every bite watched,1716907316,FAŁSZ,Positive,Positive,,
