place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated
ChIJUZnHkG_MHkcRp0_lW-_LJfA,Melissa Leong,en,en,4,2 months ago,"We had a very fulfilling meal here at this welcoming and homey restaurant, and the server was attentive. It was in a very spacious setting with music playing, and the food here had big portions and good taste. We liked the potato pancakes with chicken goulash. They brew their own beers which come in a stein. The restaurant seemed popular too and was constantly packed. However, the service/food serving was extremely slow. We had to wait a long time for the mains to be served and almost felt full from digesting our drinks and starters. Could have finished our meal 45min earlier and seen a bit of the old town at night. You could take the metro 2 stations from Centrum and walk 10-15min towards the old town to get here.",1722459673,False
ChIJUZnHkG_MHkcRp0_lW-_LJfA,YL LIN,en,en,5,5 months ago,"Nice food and very nice ambiance. Staffs are very attentive. We came here twice. We came on the weekday noon the first time and there was no queue, but the second time we came on the weekend around 3 pm, there was a long queue. The queuing people are not just random tourists but the locals so we knew that it must be a nice restaurant that serve authentic food.  Even my half Polish husband and his polish grandpa said the food was good and authentic. We tried their traditional rye soup and beetroot cold soup. Their roasted pork knuckle and grilled and fired pork chop. All the dishes here are very affordable and tasty. Love this place.",1716734465,False
ChIJW_z0PvbMHkcRSxZZ-P-MOqU,Daniel Zou,en,en,2,4 months ago,"The taste of the food was off (balance between flavors such as sourness and the way it complements the meat). Mango sauce is sweet to the taste like it came from juice and the fajita chicken was over salted. Overall, the food is not authentic and could use some improvement on the culinary side. Other than that, the service & vibe is great.",1719318498,False
ChIJW_z0PvbMHkcRSxZZ-P-MOqU,Hédi Németh,en,en,5,3 months ago,"Great value for the price, we got a huge portion. Unfortunately they didn't have any fruity margaritas when we visited, which is a shame, but the traditional one was really good either way.

The atmosphere is amazing. The place is really well decorated and there aren't many people during weekdays.

As for taste, it's slightly above average. The ribs basically fell apart by themselves and the sauce was nice. The margarita and the lemonade tasted great too.",1719948301,False
ChIJW_z0PvbMHkcRSxZZ-P-MOqU,chetan bisht,en,en,2,2 months ago,"Worst burrito I have had. Trust me I know  Tex Mex food, I have lived in Texas for over 10 years and Tex mex was one of my favourite cusine. The tortilla at multiple places was uncooked and thick. Filling was tasteless . Please avoid !! What else can you expect from a place which says  - the client  is always wrong",1724939344,False
ChIJW_z0PvbMHkcRSxZZ-P-MOqU,Wayne A,en,en,4,7 months ago,"Great restaurant.

The food tasted like a Polish take on Mexican.

First, the food was good, just not as authentic as I prefer.

The restaurant was clean, and the  service was great.

The enchiladas were entomatados. Instead of a chili sauce, the enchiladas were served with a tomato sauce. The small side of beans were sweet, and had an unusual spice.

The photos were Mexican and nicely displayed.",1710783197,False
ChIJW_z0PvbMHkcRSxZZ-P-MOqU,Milda K.,en,en,5,3 months ago,"It's very tasty, but if you don't like spicy food, ask for it when ordering, and if you like it spicy, let the waitress know.",1721204444,False
ChIJjfN34YjMHkcRRHDS6GAKhI0,Mikko Rantala,en,en,5,3 months ago,"We went for lunch and sat outside. Had a mild incident with bee’s that went for a swim in our drinks (rest in peace). The staff got us a table inside and we got fresh drinks to replace the ones with drowned bee’s in them. All and all an excellent experience and I can highly recommend the place, thanks to awesome staff.",1721668536,False
ChIJjfN34YjMHkcRRHDS6GAKhI0,Emanuele Nocerino,en,en,5,5 months ago,"We really loved it, food is nice and prices in line to the city in my opinion, not cheat not that expensive (considering inflation unfortunately), we had the fixed menu ZEUS for 220 zloty including, 2 starters, 2 main dishes, dessert and half liter of wine, portion are pretty big.
We didn't  manage to finish all of it so they packed the remaining dishes nicely.",1715418665,False
ChIJjfN34YjMHkcRRHDS6GAKhI0,Ahmed Badri,en,en,4,2 months ago,"Delicious food with reasonable prices, and large portions.",1724612882,False
ChIJjfN34YjMHkcRRHDS6GAKhI0,Karolina Julia Sroka,en,en,5,9 months ago,"My favorite Greek restaurant in Warsaw ! Reminds me about Athens and Corfu.
Food is fresh and absolutely delicious! Not so expensive. Saffron tea is so delicious that is now one of my favorite.
Staff very friendly and helpful !",1705861554,False
ChIJjfN34YjMHkcRRHDS6GAKhI0,Сабина Т,en,en,5,11 months ago,"It’s my first Greek restaurant and I am absolutely pleased with the dishes ) we ordered a set for two and the portions impressed us : They were big and delicious. The seafood was cooked in a proper way. The price is ok, so we will definitely visit this place again .",1699434049,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Andreja Stojkovski,en,en,5,a month ago,"Very interesting atmosphere and setting of the restaurant. The food comes in portions of large and extra large. However, everything is so delicious that you would not stop eating until you finish the dish.",1727109251,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Ofir Haba,en,en,5,6 months ago,"Great local food! We had the steak, schnitzel and duck and all where perfect with great side dishes we didn't even order",1714052567,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Sebastian Vietzke,en,en,5,5 years ago,Awesome food with traditional and authentic polnish kitchen. Very nice staff and reasonable prices regarding the quality of the food. very good home made pierogi and extraordinary meat. make sure to check out the homemade vodka too!,1570295179,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Lilena Talpa,en,en,5,12 months ago,Nice warm atmosphere. Food is good. Little English spoken but personnel very welcoming.,1699048010,False
ChIJW_z0PvbMHkcRYKgeyXla5Uk,Thomas Hollweg,en,en,5,a year ago,"It's a really nice restaurant in a basement. Very beautiful and authentic look. The service was great and kind. They had old-school live music.
We had potato sausage as a starter. Interesting and tasty.
The duck came without any sauce. It was new to me but still a good dish.
The zander war a very good choice.
In the restaurant you will see all kinds of locals. Students in groups and also older couples as well as families.
Highly recommended.",1667427265,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Вікторія Макарова,en,en,5,6 months ago,"Great location and even better food! I think this is the perfect spot if you come to Warsaw for a first time, live in the center and have to spend some time before check-in😅
The food is tasty, seasonal menu is always interesting and full of dishes that you will definitely want to try.
This time we had ravioli with shrimps (they're just🤌chef's kiss), salad with grilled halloumi and pork in honey and soy sauce. Everything was great.
I also recommend to try their salad with salmon and sweet potato fries.
Nice service, the staff speaks English. Atmosphere is nice and chill, also the decor is fun.

P.S. Their cocktails are top-tier as well.",1714325841,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Ivan,en,en,5,9 months ago,"We keep coming to this restaurant and the food seems to be always top-notch. Breakfast or lunch, you won't be disappointed. Great lunch specials as well",1705318226,False
ChIJFf0OnvTMHkcRS0np7zltxVc,bonnie kelly,en,en,5,a year ago,"What an incredible dining experience!!

While visiting my nephew and his family in Poland, we stopped at their favorite bistro - Bordo for lunch.

We selected from the seasonal menu where we enjoyed sipping on delicious watermelon lemonade so refreshing. My niece and I ate a fantastic asparagus and halloumi cheese salad.  My nephew enjoy the focaccia club sandwich and side order fries and my great niece loved her Alfredo fettuccine. The portion are plentiful so come with an appetite or be prepared to bring some food home.

We enjoyed the patio because it was a perfect day to sit and relax outside.  However, there is plenty of sitting inside dining with charming decor.

Our server - Karolina did an amazing job. Her food and drink recommendations were spot on. Her service was prompt and attentive.

Also note the breakfast deal here. My family highly recommends it!

If in Warsaw, this bistro is a must do.",1686135753,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Daniel Hendo,en,en,5,2 months ago,"Absolutely wonderful establishment and very kind staff. Cheap drinks and eats, especially for such a central location, with plenty of foot traffic for people watching. Pavel is a particularly excellent human and catered to my every need. Will be back again, even if it is only for the kindliness and hospitable manner of the staff.",1725023300,False
ChIJFf0OnvTMHkcRS0np7zltxVc,Olesia Polishchuk,en,en,5,2 weeks ago,"Great restaurant! The food was delicious, and the service was friendly. Cozy atmosphere, and everything we tried was tasty. Highly recommend for a nice meal!",1728675866,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,T W,en,en,5,3 months ago,"Made a reservation for 7:30pm on a Sunday but didn’t realize they close at 8pm until I got there so it was my bad for misinterpreting their business hours when I made the reservation. When we arrived, the server warned us that they close at 8 and we would have to order right away since their kitchen was closing.  We didn’t have much time to look at the menu and was pressured to order right away.

We ordered the grilled octopus and an Australian NY Strip with a side of asparagus and to finish off, a creme brulee. While we were rushed to order, we weren’t rushed to finish the food. They allowed us to enjoy the food at our pace but we didn’t take our time since we knew they wanted to go home. The grilled octopus was delicious. Tender with the charcoal grilled taste. The steak was one of the most perfect medium rare steaks I’ve ever had and the flavour was amazing. The right balance of marbling to meat. The creme brulee was also pretty good although the compote was not needed.",1720459865,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,James Lee,en,en,5,3 months ago,"The steak is great, although I didn't take the picture of it. We (3 adults) had the rib eye (Polish, 28 days) and the New York steak (US). We still prefer the US steak.
Bone marrow is eye catching, but I personally don't like it that much. The veal sweetbreads are in smaller portion, but as good as other reviews.
Crème bule is tasty, and the raspberry trifle is also decent. However, I do expect more texture or even some sponge cake in it.",1722281561,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,Ewa Gooral,en,en,5,6 months ago,"Great steak restaurant with excellent appetizers. The variety of starters perfectly complements the main dishes. We loved veal sweetbreads (so soft) and roasted bone marrow - both on the pictures. Wine selection is very good, so you will be only dissappointed with prices. Otherwise, I recommend this place.",1713251045,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,Thomas Herm,en,en,5,4 months ago,"Had a fantastic steak this evening! Service is comfortable but not annoying. Couldn't decide between two wines (really nice: lots of varieties, even by single glass, the name of the restaurant is for real), so the waiter just gave me two little portions for tasting to ease up my decision. Music is a bit loud for my taste, all in all ambience is kind of urban style. Prices maybe a bit higher but worth it.",1719428689,False
ChIJv0QRf_HMHkcRv7d7R28ht3Q,Marie Dubská (Marianna75),en,en,5,3 months ago,"Great experience, was able to get a table as a tourist for next day, food and service was excellent including coffee - which has a  taste as if you are in Italy or Portugal - great holiday feeling.",1720115306,False
ChIJTUxtbm_MHkcRZKYtUxJ-ZSM,Kelvin Chan,en,en,4,a month ago,"Located at the old town center, it is a Michelin rated restaurant and the food quality and presentation confirmed it.  The duck is really crispy and yet juicy.  Dumplings were also a popular local dish.",1725203213,False
ChIJTUxtbm_MHkcRZKYtUxJ-ZSM,Kamil Ząbkowski,en,en,3,a month ago,"Mediocre food at really high prices. The herring was really salty and sour; this is not how it should be served. The main dish was fine, but at this price, I was expecting something better. It’s an interesting place given its long history, but it’s better to avoid as there are plenty of places with better food. The service was good, and the place has an interesting vibe, but it’s a shame that the food doesn’t keep up",1725303627,False
ChIJTUxtbm_MHkcRZKYtUxJ-ZSM,L. Scott Larsen,en,en,5,a month ago,"We went here because of the restaurants reputation for flaki. Good tripe soup is a Polish delicacy and difficult to make well. There are different styles some heavily seasons with marjoram. This differs from that in that it is an old washer style. There are meatballs in it, and they are flavored with majoram. Overall, the soup was excellent and worth the journey. We sat outside in the square which added to the atmosphere. The pork chop (schabowy) filled the plate, and there was enough that three of us shared parts of it. The prices are a bit higher than some of the options in the old city , but the quality of the food was worth it.",1726945968,False
ChIJTUxtbm_MHkcRZKYtUxJ-ZSM,Mark Kite,en,en,5,2 weeks ago,"When in Rome... Get on a plane and come here instead.

We had the tasting menu.  Yeah, decadence unbound at 300+ PLN, but think a moment.  Back home you might pay £65+ at Miller and Carter for the ""best"" food on the menu and the variation will be the size of the slab of beef.

A tongue zizzling dish followed by another then another, and so on.  It's an exciting way to become replete. Plan on being there a few hours!

Go on.  You know you should.  And be brave.  ""I didn't even know that a manatee had one of those!"".  That's because it's the best bit.  😁",1728534998,False
ChIJTUxtbm_MHkcRZKYtUxJ-ZSM,Jeffrey Raymond,en,en,5,3 months ago,"Sometimes, you just gotta treat yourself, and this is the place.  A relaxed pace enjoying the best food around.  I had trouble deciding.

The fresh lemonade is perfect, not too sweet, and just enough to quench your thirst.  The chilled cucumber soup is perfect for any sunny day. I never had  tartar anything, so I ordered the steak.  The pairings were perfect, especially the pickled mushrooms.  I filled my hollow leg with the pork knuckle that was falling off the bone tender.  The horseradish accompanying it was also a delight as spicey but not overpowering.

Overall, it was a perfect meal to end a perfect day in Oldtown Warsaw.",1720102770,False
ChIJA4pBAWDMHkcRTuofG0mtyDY,Zohar Kuperman,en,en,5,3 weeks ago,"We wandered inside by mistake.
It was a very good restaurant, starting with the free appetizer, we also had soups and Perogies for starters which were great.
As mains we had the veal shank (amazing) Steak(🥩 perfect) and the chicken Kiev (surprisingly served with Matbouha(spicy tomato jam)-an amazing take on the classic dish).
Even the desserts(apple pie and cream brulee) were more than we were expecting.",1727892646,False
ChIJA4pBAWDMHkcRTuofG0mtyDY,Alexandru Macovei,en,en,5,4 weeks ago,"This is a traditional restaurant with great food. I had the soup żurek (Żur staropolski z białą kiełbasą, grzybami i jajkiem) and the apple pie with ice cream, both traditional. The food was delicious and the waiter was really polite and professional",1727677350,False
ChIJA4pBAWDMHkcRTuofG0mtyDY,Veloboy 1910,en,en,5,8 months ago,"We were completely thrilled!  Great ambience, great food.
If you can't handle the policy of not taking a jacket to the restaurant, it's your own fault.  I hope I come to Warsaw again.  We had
Duck breast carpaccio,
Tartare,
Half duck,
Veal knuckle
Everything was perfect.
I have no idea how they manage it like that.
That's why you go to restaurants.
To have a nice evening, thank you for the hospitality",1709078108,False
ChIJA4pBAWDMHkcRTuofG0mtyDY,Jonathan Lo,en,en,5,5 months ago,Nice cozy and quiet place. Quiet setting but do not expect any people seeing. Food is solid and service was good.,1716241198,False
ChIJA4pBAWDMHkcRTuofG0mtyDY,Oleksiy Naumov,en,en,3,a week ago,Disappointing… Average mushroom soup with some sand in it and pathetic cabbage and mushroom pirogi. I would never go back.,1729532966,False
ChIJK-HHRm_MHkcRd1PT3fu9QpQ,Adam Pronaszko,en,en,5,a week ago,It is one of the best restaurants in The Old Town in Warsaw. The atmosphere was fantastic with attentive waiters and an accordion player and violinist playing throughout. I myself had the BBQ ribs but on previous visits I've had the pork knuckle which was fantastic.,1729427157,False
ChIJK-HHRm_MHkcRd1PT3fu9QpQ,Axel,en,en,5,4 months ago,"We had an amazing time, good price considering the premium location. My tartar steak was the best tartar I've had in the last 10 years. Excellent service; Ania was great. My black beer was awesome too. One of my favorite experiences in Warsaw, I will comeback any time.",1717267703,False
ChIJK-HHRm_MHkcRd1PT3fu9QpQ,Edward Sierpowski,en,en,5,2 months ago,"What can I add that hasn’t already been said? Good food, large portions at an affordable price. They do cater to the tourist pallet but the majority of items are traditional. I have probably eaten in nearly all the restaurants around the square and this is my go to. Every time I’ve been here it’s been sunny and the staff welcoming.it’s becoming common but for me it happened here first.. a thank you shot of cherry vodka. Nice.
Recommend getting here a little earlier and just whiling away the time with good food and drink watching the (old) world go by.",1722802746,False
ChIJK-HHRm_MHkcRd1PT3fu9QpQ,24 24,en,en,1,3 weeks ago,"Came for dinner. They force us to sit where it is convenient for them, not for us. and half of it was free. The dishes are of course huge, which is very pleasing. But everything tastes terrible. The meat is completely dry, all the salads are just chopped and that's it. There is no seasoning or salt.  empty unnecessary plates are not removed from the table.  All evening the dirty dishes remain on the table. Service at the lowest level.  This is not our first time in this restaurant and we are completely disappointed with everything.   I advise you to choose anything, but not this one.",1728342982,False
ChIJK-HHRm_MHkcRd1PT3fu9QpQ,Daniel Bolshinsky,en,en,5,3 months ago,"Located in the heart of the old town, this place is very popular. The food was delicious, especially the schnitzel and the roasted duck. The menu is extensive, offering a decent variety of dishes. The service was good, but the staff had limited English, making communication a bit challenging.",1721213288,False
ChIJ3_vXe33MHkcRI8ubm7DBVY4,Sanjeev Kumar Kambadur,en,en,5,3 weeks ago,"Very satvic vegan food. They have dal and rice here, pasta, salads and many more European veg food. No onion and garlic. Certain Indian veg dishes adapted for European taste. Very reasonable price. Must try.",1727951989,False
ChIJ3_vXe33MHkcRI8ubm7DBVY4,Morgy93,en,en,5,3 weeks ago,Also collects donations. So it's good for animals and people. And it tastes great too. 100% vegan 💚,1728300063,False
ChIJ3_vXe33MHkcRI8ubm7DBVY4,Inese Purmale,en,en,4,a year ago,"The ambiance is simple with great and philosophical paintings. Food is vegan, several options to choose from when composing your dish. Tasty.
Great prices. Recommended as a lunch option.",1697196497,False
ChIJ3_vXe33MHkcRI8ubm7DBVY4,Ben Ji,en,en,5,a year ago,"Non-pretentious home cooked style vegan food. For my taste too bland and uninspiring, but it’s hominess and quantity make up for it. Stuff I could eat everyday. Menu without soup for 24 and with soup for 29.",1697124073,False
ChIJ3_vXe33MHkcRI8ubm7DBVY4,Timo Alanko,en,en,5,a year ago,"Food was very delicious and you had so many choices to make your plate varied! We tried pretty much everything and no complaints of anything. Straight up honest food, no fooling around. And the plates were so big we couldn't finish them all on one go. Two plates with some extra (cause we wanted to try everything) was like 50 zlotys, and 4 rather big cakes plus a coconut(?) ball another 50 zlotys (as of March 13th 2023).",1678729477,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Adriana Vega,en,en,5,4 weeks ago,"That’s THE BEST Indian food I found in Poland! Absolutely delicious, this place brings me back to India! Always super fresh & tasty! Service here is always 100% & I love them guys! Butter chicken is my fav (Creamy, on a sweet side)! Overall totally recommend! ☺️",1727778073,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Pramod Srikanth,en,en,4,a week ago,We had vegetarian Indian food at Namaste India. The food was ok. The mango lassi was great. However the other foods were just ok. Chapati and lacha parata were also good. The dosa was very dry and chutney served with it was made from sweetened dedicated coconut while the sambar was too spicy for children. The naan and methi roti was hard and difficult to chew once it cooled down. The paneer Madras dish was super spicy and that was to be expected as indicated on menu but still it was something extreme for a person like me who can eat four raw chillies at one go.,1729481696,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Thahsina Khatun,en,en,5,2 months ago,"This place. Ive been here quite a few times whilst living in Warsaw. It’s a sure favourite.The food is authentic the ambiance and decor is homely and the staff are personable. The prices are very favourable too especially being downtown, they could easily hike up the prices to Marc the scene and still have customers without issue. The restaurants of two floors and a patio in the summer. My last visit was on a Sunday evening for starters we got gobi 65, chili chicken and veg samosas. The chili chicken is a really big portion that was unexpected but it was good and samosas are samosas however the winner was the gobi 65. Cauliflower never tasted so good! For mains we ordered classic butter chicken with garlic naan and mutton vindaloo with poori. Absolutely out of this world, the vindaloo was amazing. We overordered but that just meant a midnight snack :)",1724673052,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Keith Dredge,en,en,5,3 months ago,"Namaste was easily the best meal we had in our stay in Warsaw.

Nice friendly welcome, great food, expertly prepared. We both had the chicken tikka starter which was very generous with beautiful soft, moist chicken. Main meals were equally delicious and service was prompt. Excellent value for money.

Great food quality and great taste. Low prices on all dishes. Great value for the money.

A very nice local Indian retaurant with great food and service. I wanted to change the pace from the European foods and did not have Indian in such a long time. I searched out this local place and found this hidden gem. Not only was the food very deleicious, it was far far far too much for us. But we enjoyed it all. If you want very good Indian at reasonable prices, run here as soon as you can while you are in Warsaw.

Would highly recommend this restaurant

5 stars 🌟🌟🌟🌟🌟",1720248476,False
ChIJNTnAYPHMHkcR9igMURKlCOA,Saurabh Srivastava,en,en,2,a month ago,"Food was delicious and spicy but their customer management is poor. They messed up our vegetarian meal bill with a non-vegetarian one. Also, there was no follow up by the waiter whether we wanted to add something to our order or not. My wife wanted to have one more bread, but due to poor customer service, we waited for some time and then decided to leave.",1727005062,False
ChIJn_SqFfHMHkcRw0JuF051cvY,Krystyna Ztrojmiasta,en-US,pl,5,6 years ago,Great place with a musical atmosphere (perfect for me),1531381387,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Jan Puchalski,en-US,pl,5,4 years ago,Can you provide the correct telephone number?,1581415793,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Katarzyna Drąg,en-US,pl,5,4 years ago,Nice place! :),1573826697,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Katarzyna Matulka,en-US,pl,4,7 years ago,A nice place in my musical climate,1489875416,True
ChIJn_SqFfHMHkcRw0JuF051cvY,Teresa Zarzycka,en-US,pl,4,6 years ago,Great place,1540401674,True
ChIJX7tVlvLMHkcRwvUwt0bCeas,Rafiq Ghani,en,en,2,2 weeks ago,"Food was very average. Maybe others had better experience.  Had the big T bone steak and it was fairly chewy, not terrible but not great (medium rare).  Food.also took over 20 minutes to arrive.  Service was not great,
was asking waiter for info and he said ""I do not have much time"" - why would you ever say this to a customer?? He was not rude but I think they need to treat customers better.  Other details I could mention but simply I would not recommend, which is sad as I wanted it to be good.",1728734609,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Lee,en,en,5,6 months ago,Amazing food. Amazing service. The grape leaves are good but super salty. The burgers are a must try! Quality food and service.,1713185747,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Aysha Altunaiji,en,en,5,3 months ago,"Delicious food big portions , nice atmosphere, and friendly staff",1720872970,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Dom,en,en,4,a year ago,"Great Turkish food. Perfect place to come for a mid-day snack. A little bit pricey and the staff were a little bit uninterested, but overall good Turkish cuisine in a country it's quite difficult to find. Also a dog friendly establishment. Will definitely be back.",1672497276,False
ChIJX7tVlvLMHkcRwvUwt0bCeas,Tolga,en,en,2,a year ago,"The service and ambiance are mediocre yet the tastes are atrocious, even the simplest turkish foods were not even close the street vendors on the streets of Turkey . I really cannot understand how a place set in a popular location right in the heart of the city center couldn’t even try to serve quality food.",1677886196,False
ChIJk7enr1_MHkcROKRK2ASZqH8,Simon Scott,en,en,5,5 years ago,"Great central bar. Lovely decor, good bar food including local cuisine, nice crowd, and good service. Loved it.",1541709700,False
ChIJk7enr1_MHkcROKRK2ASZqH8,Aesfoban Art,en,en,5,6 years ago,Best place I visited in Warsaw. Good bear. Cheap prices. Great atmosphere. Must visit.,1524430071,False
ChIJk7enr1_MHkcROKRK2ASZqH8,jonathan hollar,en,en,5,a year ago,Really enjoyed this place.  Beer was good.  Nice atmosphere.,1667751542,False
ChIJk7enr1_MHkcROKRK2ASZqH8,Piotr Pióro,en,en,4,5 years ago,"Great place for a cold one away from the crowd, best bang for the buck in the tourist trap hood, 1 litter tap beer 10 pln.",1548022966,False
ChIJk7enr1_MHkcROKRK2ASZqH8,ayoub houmanna,en,en,5,6 years ago,"Good food, lots of varieties of alcohol in afordable prices and definitely the best live music in Warsaw.",1535284509,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,S B,en,en,4,5 months ago,"Quick lunch with colleagues, didn't take many pictures but the mango Lassi was so good I had to take two. Meal was just ok. More like Indian food served as usual. We sat outside on the narrow street since the weather was much better in Warsaw.",1716279170,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,Iryna Panina,en,en,5,a year ago,"One of the best Oriental Restaurant I've ever been) Amazing Nepalese cuisine and wonderful service! It's a small quiet place with a modest interior for a pretty big lunch or dinner when cafés and restaurants around are closed. Kathmandu is open until late for guests.
This lovely restaurant is located in the central part of Warsaw city, not far from Palace of Culture and Science. You can drop by walking the streets. Kathmandu will surprise you with its original menu and reasonable prices. You can choose what you want if you prefer Nepalese cuisine - main dish, soup, desserts... and a huge portion! Curry, naan, thali and fish dishes are spicy and delicious.
Thai soup tom yam is absolutely fantastic! If you aren't familiar with Nepalese cuisine, a restaurant staff will explain in detail what type of food is for you and advise dishes.
Only positive feedback from me. My recommendation!!!",1697210662,False
ChIJT6wQdO3MHkcRD3T1FPQUvEY,Lynn Michael,en,en,5,4 months ago,"We’re visiting Warsaw from Vancouver, Canada, and came across this lovely restaurant as we were walking in our neighborhood. The yummy looking food and the scent of the huge baskets of garlic naan bread enticed us in to try it.  It was so delicious that we ate there again the second night of our visit. Highly recommended!",1717616886,False
