place_id,author_name,language,original_language,rating,relative_time_description,text,time,translated,food,service,atmosphere,to_be_removed
ChIJ-0U6maHNHkcR1VM8EKMTa24,Đ?u Ao V?t Gi?i,en,en,5,3 months ago,stepping vietnam traditional restaurant like entering culinary portal heart vietnam owners meticulous attention detail shines every aspect authentic decor interior design vibrant flavors transport diners bustling streets hanoi ho chi minh city proudly offer unique selection vietnams dishes warsaw inviting patrons expand palate beyond familiar favorites like pho bo saigonki menu treasure trove lesserknown delights hot pot rare meats dishes like goat pigeon musselseach dish revelation flavors textures restaurant not food immersive cultural experience celebrates vietnams rich culinary heritage whether seasoned fan vietnamese cuisine newcomer eager explore place promises unforgettable journey heart vietnams gastronomy not miss opportunity indulge discover,1720954697,FAŁSZ,Positive,,Positive,
ChIJ-0U6maHNHkcR1VM8EKMTa24,Dandelion Ng,en,en,5,2 months ago,authentic vietnamese food visited place twice presence many vietnamese customers speaks authenticity cuisine beef pho vegetarian pho tofu delicious cozy atmosphere friendly staff want try vietnamese food warsaw place best update came back yesterday ordered bun cha crazy delicious,1723542760,FAŁSZ,Positive,Positive,Positive,
ChIJ-0U6maHNHkcR1VM8EKMTa24,Puja Kyryliuk,en,en,4,9 months ago,first time trying vietnamese food not waste time come food really delicious tastes asian hehe place not far hotel staff also friendly really like salted egg prawns beyond expectations rice also delicious really authentic asianjust tea ordered bit bitter okay place spacious comfortable good,1706728682,FAŁSZ,Positive,Positive,Positive,
ChIJ-0U6maHNHkcR1VM8EKMTa24,Alexander Lelebin,en,en,3,2 months ago,food okayish definitely need take care cleanliness much tables super dirty broken door toilet not allow privacy,1723826212,FAŁSZ,Negative,,Negative,
ChIJ3-Fh5WbMHkcRaurfiNBDOVE,sofia,en,en,5,a month ago,restaurant absolute gem food service outstanding offering authentic taste traditional polish cuisine looking experience local flavors place go especially loved goosefilled dumplings duck caramelized apples mushrooms every bite delight staff made us feel incredibly welcome highly recommend,1726405566,FAŁSZ,Positive,Positive,Positive,
ChIJ3-Fh5WbMHkcRaurfiNBDOVE,DaBoss Robert,en,en,5,a month ago,amazing gastronomic meal dumplings best far lamb fantastic even bread star,1726516668,FAŁSZ,Positive,Positive,Positive,
ChIJ3-Fh5WbMHkcRaurfiNBDOVE,Kaolhi Ly,en,en,5,2 months ago,wow dumplings world handmade kitchen minute walk hotel wonderful service evening awesome host server please come warsaw area,1723461215,FAŁSZ,Positive,Positive,,
ChIJ3-Fh5WbMHkcRaurfiNBDOVE,Dorota Drzewińska,en,en,5,a week ago,wonderful food traditionally polish modern twist service excellent food delicious ambiance chill cosy everything top notch goose filled pierogi veal pierogi guinea fowl beef cheeks highly recommended,1729584189,FAŁSZ,Positive,Positive,Positive,
ChIJ3-Fh5WbMHkcRaurfiNBDOVE,--,en,en,2,3 months ago,tourist trap food extremely average especially price looks fancy chefs even tasting food chanterelles sweet basically inedible dishes bland ordinary duck good sauces strong overpowering overall food average overpriced would not recommend place,1720192257,FAŁSZ,Negative,,Negative,
ChIJNx5NkYbMHkcR_RSufQAAqHs,Louise,en,en,4,2 months ago,fascinating place tonnes history awesome communist themed menu decor keeping vibe good food friendly service reasonable value salmon tasty good size apple pie dessert delicious,1722615194,FAŁSZ,Positive,Positive,Positive,
ChIJNx5NkYbMHkcR_RSufQAAqHs,Asgard,en,en,4,4 months ago,loved setting meals standard menu quite pricey get meal decent price lunch hours foreigner make sure ask lunch menu might not give automatically definitely back,1719429367,FAŁSZ,Positive,Positive,Positive,
ChIJNx5NkYbMHkcR_RSufQAAqHs,Tamara Daku,en,en,5,3 weeks ago,fantastic food several traditional options olek fantastic waiter took care us afternoon stopped drink appie rainy afternoon never left definitely recommend sauerkraut tomatoe avocado tartare devine lot history restaurant worthy stop,1727969715,FAŁSZ,Positive,Positive,Positive,
ChIJNx5NkYbMHkcR_RSufQAAqHs,Whitney Sorensen,en,en,5,2 months ago,ate twice stay warsaw would gone third time chance everything amazing drinks cocktails delicious made care food outstanding borscht perfect perogies authentic delicious stay ukranian perogies borscht seasonal forest fruits sweet cream not miss spot,1722861872,FAŁSZ,Positive,Positive,Positive,
ChIJc_XUnN0zGUcRO3vDfBlv6yA,M S,en,en,5,2 months ago,tasteful experience ordered basmati rice chicken tikka masala garlic naan bread everything fullflavored really reminds taste original indian food atmosphere peaceful simple decoration healing sounds background music service perfect welcoming namaste,1724091523,FAŁSZ,Positive,Positive,Positive,
ChIJc_XUnN0zGUcRO3vDfBlv6yA,parisha jindal,en,en,1,a month ago,worst experience ordered paneer tikka masala sent us butter chicken fish aure notbpqneer huge disappointment since vegetarians tried call restarant everytime call ended asking send sms response restaurant sure not going order,1727078642,FAŁSZ,Negative,Negative,Negative,
ChIJc_XUnN0zGUcRO3vDfBlv6yA,John McCormack Jr,en,en,5,5 months ago,ate hours travel hit spot could eaten every night good,1715725428,FAŁSZ,Positive,Positive,,
ChIJc_XUnN0zGUcRO3vDfBlv6yA,Ray B.,en,en,4,a month ago,really nice restaurant staff friendly food really good case not used spice level adjust recommend place especially hampton hilton meters go test,1726507770,FAŁSZ,Positive,Positive,,
ChIJc_XUnN0zGUcRO3vDfBlv6yA,Katerina Kurzownik,en,en,5,5 months ago,recently pleasure dining place exceptional experience start finish menu offered diverse selection dishes one tempting last special mention must go waiter harsh moment seated made us feel welcome attended every need genuine warmth professionalism thank much good experience indian cuisine,1717358164,FAŁSZ,Positive,Positive,Positive,
ChIJqS4vpdfNHkcR1UOVSox0tbs,Anastasiia Demenko,en,en,5,a week ago,love coming back every time fly warsaw atmosphere pleasant especially enjoy summer terraces weather allows also huge fan red borschtit musttry,1729647429,FAŁSZ,Positive,Positive,Positive,
ChIJqS4vpdfNHkcR1UOVSox0tbs,Oksana Kharchenko,en,en,5,5 months ago,cuisine simple incredibly tasty love ukrainian borsht fish day also always really tasty selection mini desserts large enough two would especially like note service atmosphere good like home especially summer terrace,1715980045,FAŁSZ,Positive,Positive,Positive,
ChIJqS4vpdfNHkcR1UOVSox0tbs,Atomic Vibro,en,en,5,6 months ago,food service outstanding one best restaurants warsaw visit food always fresh mouthwatering taste combinations also serve traditional barszcz amazing found stakes also good great cuts meat served exactly like nice weather sit patio enjoy best waiter marcin make sure request services,1714481391,FAŁSZ,Positive,Positive,Positive,
ChIJqS4vpdfNHkcR1UOVSox0tbs,Ksusha Efimenko,en,en,5,a month ago,amazing place high level service jazz music tasty food nice vibe borsch must try,1727030292,FAŁSZ,Positive,Positive,Positive,
ChIJqS4vpdfNHkcR1UOVSox0tbs,Julia Kiwa,en,en,5,a year ago,read lot reviews pretty concerned experience would great came pm saturday seated inside though whole place booked pretty crowded pm already stuff managing yes need wait bit honest not bad would frustrated late meeting stuff pleasant helpful respectful careful us food amazing tried dumplings set double dumplings also dumplings cherries not much not little three ladies loved dumplings cherries double dumplings potato mushrooms coffee also picky good warsaw not get wrong love warsaw mostly hard good coffee pretty good prices not low looking place would not expect otherwise not say super expensive,1697310514,FAŁSZ,Positive,Positive,Positive,
ChIJb7MfUuLMHkcRepGaJjqmp0w,Tatiana Młynarska,en,en,2,5 months ago,mixed feelings disliked place long awaiting food drinks literally becoming crazy waiting anything ordered long even bread suggested usually many restaurants place bright white without anything special not catch cozy vibes finally first food served enjoy tomatoes mozzarella fishpotato pancakes good asparagus interesting totally disliked taste cauliflower soup chocolate bad improvising impossible eat main course pasta okay tbo wanted order schabowy first place told us meat finished okay super crazy unprepared not come night one hour closing whatever dish menu please serve plan products kitchen literally not get not respect attitude pasta acceptable desert eggnog frozen like dead ice could not eat outside big terrace beautiful view,1717020943,FAŁSZ,Negative,Positive,Negative,
ChIJb7MfUuLMHkcRepGaJjqmp0w,Katerina K,en,en,5,a month ago,ideal place drinkapero walking park view hot day windy not tried food not impressed menu service okay good wine selection,1726518809,FAŁSZ,Positive,Positive,Positive,
ChIJb7MfUuLMHkcRepGaJjqmp0w,Justine Edinger,en,en,5,6 months ago,food really good recommend elderflower lemonade view nice ambience well waitress super cute sometimes wait little still would recommend,1713173914,FAŁSZ,Positive,Positive,Positive,
ChIJb7MfUuLMHkcRepGaJjqmp0w,Jack Spideicy,en,en,5,a year ago,great restaurant interesting dishes food quality high opinion matches prices moreover service really good especially waitress mariola fun way serving us,1689202251,FAŁSZ,Positive,Positive,Positive,
ChIJb7MfUuLMHkcRepGaJjqmp0w,Adrian Brewin,en,en,4,a month ago,think place lovely view visited evening attentive staff enjoyed local food delicious lovely wine large vaulted hall,1727295167,FAŁSZ,Positive,Positive,Positive,
ChIJkcQeUBXNHkcRtMPJ1vS1jUE,Borko Miličić,en,en,5,2 months ago,great food large portions friendly staff decent prices excellent lemonade various flavors hearty recommendation,1724836102,FAŁSZ,Positive,Positive,,
ChIJkcQeUBXNHkcRtMPJ1vS1jUE,Abdel Mouliom,en,en,5,a month ago,best buttter chicken masala tasted poland would definitely come back,1725299189,FAŁSZ,Positive,,,
ChIJkcQeUBXNHkcRtMPJ1vS1jUE,MysticaiSha,en,en,5,a month ago,ordered food wolt received fast restaurant near unfortunately one item missing know not fault sometimes happens anyway called told bring gave one extra maybe mistake anyway food tasty portion size also large compared restaurants recommend place,1726143447,FAŁSZ,Positive,,,
ChIJkcQeUBXNHkcRtMPJ1vS1jUE,Christian,en,en,5,2 years ago,tasty authentic indian food friendly service chicken tikka juicy tasteful curry yummy right spicy mango lassi delicious highly recommend,1657738586,FAŁSZ,Positive,Positive,,
ChIJkcQeUBXNHkcRtMPJ1vS1jUE,Simon Pyza,en,en,5,2 months ago,authentic indian punjabi cuisine fantastic food made fresh ingredients polite attentive service strongly recommended reasonable priced warsaw needs places like,1725118312,FAŁSZ,Positive,Positive,,
CPositive hIJCSOp9_LMHkcR9nDDjO76MkQ,Andrew Shi,en,en,4,3 months ago,bit tricky ordering one main dish little ordering one starter one main dish much food quite good one staff smiling friendly one opposite,1722203122,FAŁSZ,Positive,Positive,,
ChIJCSOp9_LMHkcR9nDDjO76MkQ,Magdalena Grudzien,en,en,4,2 months ago,place extremely small booking table one gets info one hour stay impacts pace serving food not manage finish straters main course served create pressure took khachapuri spicy meat eggplant rolls dolma shopska salad vegetables ajabsandali main course lula kebap pielmieni kebabcheta could softer plejskavica gufta soup spicy food ok knowing cuisine region not highest level staff friendly polite,1722778588,FAŁSZ,Negative,Positive,Negative,
ChIJCSOp9_LMHkcR9nDDjO76MkQ,Guido Theuns,en,en,5,a month ago,pleasure eating georgian restaurants twice mnchen katowice times loved search nice restaurant area staying warsaw found one google maps decided try happy choice shared traditional sausage acquired taste fair adjar chachapuri boat shaped bread white cheese egg stable favourite tasty well kinkhali meat delicious lula kebab georgian food herbs spices different used western europe surprised great new flavours top honey chocolate cake convey opinion oh almost forgot mention georgian pear lemonade even bought bottles take home total costs two people,1725223135,FAŁSZ,Positive,Positive,,
ChIJCSOp9_LMHkcR9nDDjO76MkQ,Daniel Avraham,en,en,5,a month ago,perfect restaurant every dish accurate delishes service perfect especially magda awesome definitely keeper,1727293294,FAŁSZ,Positive,Positive,,
ChIJCSOp9_LMHkcR9nDDjO76MkQ,12 12,en,en,2,2 months ago,small restaurant four tables near area door another eating area inside eating area close door air conditioner not work even hot temperature degrees celsius girls restaurant not smile face gave one star also girl tried collect soup without confirmation not finished yet refused people get inside area including people free access get not know reasons soup tomato soup beef rice rice delicious think cook one steamed dumplings good juicy eaten chinese dumplings maybe not eat georgian dumplings,1723722635,FAŁSZ,Positive,Negative,Negative,
ChIJwS7rmO7MHkcRuwToXWka7gs,PAUL RITZ,en,en,5,4 months ago,tasty place eat especially want meat well cooked meat centric meals keto friendly dishes ate couple different meals staying nearby hotel definitely eat carnivore cravings,1718303071,FAŁSZ,Positive,,,
ChIJwS7rmO7MHkcRuwToXWka7gs,Max Ge,en,en,1,2 months ago,poor quality sausages poor quality rest plate furthermore staff not care not unusual bar restaurant workers poland rude calling not sir unacceptable polish culture moment not worried poor service not subject review sausages strange therefore poor quality nothing good traditional polish sausage places make traditional polish cuisine look much worse shame not recommended,1722932758,FAŁSZ,Negative,Negative,Negative,
ChIJwS7rmO7MHkcRuwToXWka7gs,Ivy Mac,en,en,5,a year ago,friendly welcome servers knowledgeable product not know wanted drink lovely person owner serving us let us taste craft ciders beers hand cider delicious beer good chose split pastrami sandwich happy huge not appear way photo served thick slices toasted delicious bread filled lots pastrami cheese coleslaw lots pickles delicious russian dressing best pastrami sandwich ever go go go,1682934263,FAŁSZ,Positive,Positive,,
ChIJwS7rmO7MHkcRuwToXWka7gs,Olafur Olafsson,en,en,4,3 months ago,dangerously good pastrami sandwich nice hipster food court pastrami coleslaw pickles creamy sauce brew,1720695515,FAŁSZ,Positive,Positive,,
ChIJwS7rmO7MHkcRuwToXWka7gs,Alex Siamantas,en,en,5,a year ago,kielba placed inside really nice industrial food hall vibe terrific food even amazing love burgers touching ultra soft bun stunned taste juicy patty totally recommend,1682025632,FAŁSZ,Positive,,Positive,
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,Alex Vallee,en,en,5,2 months ago,visiting poland first time went friend knew place simply put one best dining experience life food simply world staff caring friendly overall prices worth never beef tartar good eat fork bread involved goose amazing dishes menu freshly made portions perfectly sized death bed one last meal would stary dom,1722757770,FAŁSZ,Positive,Positive,Positive,
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,inna korob,en,en,5,3 months ago,first time group enjoyed dinner much beautiful place great atmosphere service good slow food not come hungry food good tartar beyond words best ever nice tomato buratta salad main dishes took rabbit spare ribs roast half duck pasta nice desserts everything tasty would like come back especially tartare definitely recommend place,1722488088,FAŁSZ,Positive,Positive,Positive,
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,Mathieu Labro,en,en,5,3 months ago,good restaurant good food good service good decor definitely recommend place even expensive staff welcoming smiling spoke little bit french make us smile provide advice selecting dishes wine food well made great taste quantity really enjoyed well balanced restaurant made wood everywhere gives nice vibe,1721239910,FAŁSZ,Positive,Positive,Positive,
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,Dominik LastName,en,en,5,5 months ago,ms aleksandra event manager helpful informative booking visit people waiter daniel incredible great waiter funny attentive everything great took care us well informed us stage experience food amazing chocolate raspberry cake heavenly bit pricey definitely worth thank visit gladly return,1716489102,FAŁSZ,Positive,Positive,Positive,
ChIJZ6Mm9CvNHkcR8X0Q_rNKHTY,Markus Volk,en,en,4,2 months ago,close call stars overall solidly positive experience food tasty portions sufficient atmosphere phenomenal sadly service quite slow wait wave arms sometimes minutes getting noticed maybe unlucky night generally wholeheartedly recommend looking higherstandard polish cuisine option also not expensive get however budget find cheaper options dine warsaw,1724774155,FAŁSZ,Positive,Positive,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,Arik Burakovsky,en,en,4,a year ago,splendid dinner staying hotel warszawa food simple yet tasty atmosphere cozy service impeccable ordered mixed greens meat dumplings chicken broth herring ginger warsaw cocktail found everything delicious except herring found sour also offered complimentary snacks nice touch found bit odd though almost people restaurant leaving waiters without much,1696184132,FAŁSZ,Positive,Positive,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,Michal Kaczor,en,en,3,3 weeks ago,decor phenomenal airy space intriguing marbles stones food uneven cheeses ok mushroom soup portion big taste bit bland steak chewy arrived cold service bad suggested waitress ask people table whether wanted alcohol drink threw wine menu table not ask also not know recommend food seemed moody,1728196847,FAŁSZ,Positive,Negative,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,Timur Munatayev,en,en,5,10 months ago,fascinating atmosphere classic polish kitchen big vine list find best tartar warsaw,1703797415,FAŁSZ,Positive,,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,kat.borkowska,en,en,5,4 years ago,blast menu great food simple honest feel ingredients high quality service great interior beautiful go need try grzybowa pasztetowa tastes like mushroom delicious mousse ever,1590177215,FAŁSZ,Positive,Positive,Positive,
ChIJZfHv8pHNHkcRzeXwsx48x-0,Lynn z.,en,en,5,4 years ago,great find warsaw surprised quality food chef darius great job amazing bread made every day plus top ingredients making place one top choices fine dining warsaw not pick service though,1583623449,FAŁSZ,Positive,,Positive,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Ksenia,en,en,5,2 months ago,tried restaurant thanks recommendation local friend absolutely loved greeted piano playing atmosphere felt special service exceptional burrata steak tartar spaghetti shrimp courgette amazing definitely recommend outdoor seat enjoy terrace,1722718048,FAŁSZ,Positive,Positive,Positive,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Food Reviews,en,en,3,5 months ago,average overpriced food service great atmosphere ok food not worth price lacking taste finesse prices beating top restaurants warsaw nowhere near quality taste staff welcoming nice kind chatty food star mediocre not come,1716663007,FAŁSZ,Negative,Positive,Positive,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Przemek Tuliszka,en,en,5,4 months ago,monday pm fantastic spot family lunch business meeting friendly service great place enjoy meal peace quiet time five courses small elegant delicious highly recommend place occasion,1718633369,FAŁSZ,Positive,Positive,Positive,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Yi?it Yeşilp?nar,en,en,4,5 months ago,took set menu enjoyed need good amount spare time recommend ravioli,1716029768,FAŁSZ,Positive,,,
ChIJ6x2MNfHMHkcRM3JsrVcnf6I,Büşra,en,en,1,a month ago,may stylish restaurant pay exorbitant price charge service fee per person not understand expensive,1726786357,FAŁSZ,,,,
ChIJ76RFv3HNHkcROrbiued6RdU,Olli Stasevi,en,en,5,4 months ago,one best asian cuisine establishments center old town large selection dishes cold hot snacks fullfledged hot dishes love spring rolls shrimp eaten places warsaw want say best attentive courteous waiters course atmosphere asian vibe modern context,1718018331,FAŁSZ,Positive,Positive,Positive,
ChIJ76RFv3HNHkcROrbiued6RdU,Anna,en,en,5,2 months ago,stayed hotel next door learned restaurant chance must say pho beef tasted authentic northern style pho beef tender juicy probably one best phos almost forgot mention summer rolls fresh light perfect appetiser,1722695721,FAŁSZ,Positive,Positive,Positive,
ChIJ76RFv3HNHkcROrbiued6RdU,Cristian Mapa,en,en,5,2 months ago,randomly picked restaurant friend choosing restaurant eat dinner surprisingly not disappoint considering asians ordered plate appetizers dumplings spring rolls tempura fried squid really good also ordered pad thai korean bbq bulgogi main dish not disappoint good except kimchi sour salty overall really good restaurant ambiance really nice inside outside though seated outside staff friendly accommodating visit visit poland,1723061891,FAŁSZ,Positive,Positive,Positive,
ChIJ76RFv3HNHkcROrbiued6RdU,Kristina Östman,en,en,5,2 months ago,great place great food pho soup chicken great flavor plenty good also tried vietnamese spring roll service excellent friendly spoke english menus english well,1722715681,FAŁSZ,Positive,Positive,,
ChIJ76RFv3HNHkcROrbiued6RdU,Sepideh Sepehri,en,en,5,7 months ago,vegetarian soup apple tea honestly best ever soup amazing taste one favorite recipes plus staff really friendly made experience even better recommended,1711465500,FAŁSZ,Positive,Positive,Positive,
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,???????? ????????,en,en,5,a week ago,restaurant provides truly delightful atmosphere immediately sets welcoming tone live music adds vibrant engaging element dining experience creating perfect ambiance additionally service exceptional waiter highly attentive courteous ensuring every need met without delay attention detail decor service made entire experience feel personalized enjoyable would highly recommend establishment anyone seeking great food memorable relaxed dining environment,1729514243,FAŁSZ,Positive,Positive,Positive,
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Matthew Santos,en,en,5,a month ago,twice think favourite restaurant warsaw better michelin guide restaurants tried city service friendly witty quality food duck musttry atmosphere live music excellent strongly recommend reserving advance tried walkins twice turned away due lack available space,1727333492,FAŁSZ,Positive,Positive,Positive,
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Effrosyni Mak,en,en,5,a month ago,nd time visited restaurant every time visit warsaw go amazing place great food especially meat lover best meat town well cooked atmosphere really delicate although small restaurant feel cozy inside try make reservation go definitely recommend place either lunch dinner,1725433415,FAŁSZ,Positive,Positive,Positive,
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,Oli Yorke,en,en,5,2 months ago,honestly best restaurant ate staying warsaw staff cheeky polite knew exactly ended first time course meal initially popped grab late night bite best pavlova ever tasted rye soup outstanding also made fantastic amaretti sour not menu returning,1722962300,FAŁSZ,Positive,Positive,Positive,
ChIJ2X3Sqe7MHkcRA8bKf48xRgU,James Barrett,en,en,5,3 weeks ago,top notch food drinks dessert nice atmosphere live violin nice bart agnieszka great accommodating come three times last week coming back tomorrow go check not disappointed,1728505803,FAŁSZ,Positive,Positive,Positive,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,Bhavika Dalvi,en,en,5,2 weeks ago,dreamland dishes flavorful wellprepared highlights crispy texture chicken prawns along rich tender lamb biryani curry great indian food experience,1729020811,FAŁSZ,Positive,,,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,Tadeusz Godlewski,en,en,5,4 months ago,far best tasting indian restaurant warsaw lot first time came kadahi curry second time madras curry absolutely delicious see highly rated highly recommend check plus lassis delicious,1718383446,FAŁSZ,Positive,Positive,,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,Priya Lakshman,en,en,4,a week ago,dreamland indian restaurant offers good dining experience variety traditional dishes menu extensive options ranging mild curries spicier choices catering different taste preferences food generally flavorful although dishes could consistent seasoning ambiance warm inviting decor reflects indian culture staff friendly attentive although service bit slow peak hours vegetarian options available making inclusive diners overall restaurant solid choice enjoying indian cuisine even minor areas improvement,1729432849,FAŁSZ,Positive,Positive,Positive,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,SUDHEER SIRGIRI,en,en,1,a week ago,ordered soup briyani first served soup nice tasty enjoyed gave briyani started eating feeling salty tried eat slowly started getting headache left went pay bill counter guy told briyani trying bribe zl told pay full not expecting talking sarcastically arguing arrogant felt bad first mistake behave like customer yes mistake happen anyone humans expecting short sweet sorry nothing else would told would not written review not taking anything ego not family members boss take guys ego done something mistake apologise not bribe argue,1729347315,FAŁSZ,Negative,Negative,Negative,
ChIJIVQsn5HNHkcRK9J-hS5mhSM,Toby,en,en,5,2 months ago,not busy food came quickly waitress kind informative ordered daal taadka rice asked extra spicy not disappointed delicious food lot flavour,1723560158,FALSE,Positive,,,
ChIJVweRcj8zGUcR268h8LCvnQM,Babar Hussain,en,en,5,a month ago,family lunch really nice calm place food tasty pizza also good frisr sit inside restaurant tea visit nice clean place fir family groups chef highly performing good,1725909135,FALSE,Positive,Positive,Positive,
ChIJVweRcj8zGUcR268h8LCvnQM,Saurabh Gilitwala,en,en,5,a year ago,amazing feat food authentic must visit proper place host private events host super,1686424772,FALSE,Positive,Positive,Positive,
ChIJVweRcj8zGUcR268h8LCvnQM,harish lalwani,en,en,5,4 months ago,great ambiancesuper service authentic food owner great host takes care details keep,1717952373,FALSE,Positive,Positive,Positive,
ChIJVweRcj8zGUcR268h8LCvnQM,chappencyo,en,en,5,a month ago,cool place nice service maybe not polish ukrainian,1727242122,FALSE,,Positive,Positive,
ChIJVweRcj8zGUcR268h8LCvnQM,Mukesh Lalwani,en,en,5,a year ago,huge indian restaurant big sitting summer garden good food must try garlic chilli naan prawns spicy chicken chefs specialty vegan tofu mancurian,1669457901,FALSE,Positive,,Positive,
ChIJTf0dJOfDD0cRak4BthYBshs,Venkat Raman Pandey,en,en,5,4 months ago,amazed food overall experience looking something polish try came across place taste quality food exceptional wait even though went earlier worth reservation must going group taste fresh balanced well priced quality quantity cozy atmosphere indoors outdoor must want try something different,1717391072,FALSE,Positive,Positive,Positive,
